59	The Obama administration "borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense were reducing debt."	2806	The Obama administration "borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense were reducing debt."
59	The stock market does better when you have a Democratic president in the White House.	6112	The stock market does better when you have a Democratic president in the White House.
61	Half of all Americans have less than $10,000 in their savings account.	6540	Half of all Americans have less than $10,000 in their savings account.
61	Fifty percent of workers ages 55 to 64 have "zero" money "in the bank as they enter retirement."	3850	Fifty percent of workers ages 55 to 64 have "zero" money "in the bank as they enter retirement."
61	The average 401(k) in America of a person who's 60 years old is under $100,000.	12689	The average 401(k) in America of a person who's 60 years old is under $100,000.
61	In Washington, Congressman Joe Heck supports privatizing (Social Security), turning our savings over to Wall Street and risking it on the stock market.	4477	In Washington, Congressman Joe Heck supports privatizing (Social Security), turning our savings over to Wall Street and risking it on the stock market.
64	We had the best jobs report in 16 years.	3071	We had the best jobs report in 16 years.
64	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	2141	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.
69	Weve lost 70,000 factories since China joined the World Trade Organization.	3409	Weve lost 70,000 factories since China joined the World Trade Organization.
69	Since China joined thats another beauty the WTO in 2001, the U.S. has lost many more than 60,000 factories.	3518	Since China joined thats another beauty the WTO in 2001, the U.S. has lost many more than 60,000 factories.
69	The country is now in a manufacturing recession.	390	The country is now in a manufacturing recession.
85	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.	3661	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.
85	The stock market does better when you have a Democratic president in the White House.	6112	The stock market does better when you have a Democratic president in the White House.
85	The stock market has almost tripled since April of 2009.	6615	The stock market has almost tripled since April of 2009.
85	When President Obama was elected, the market crashed  Trump was up 9%, President Obama was down 14.8% and President Bush was down almost 4%. There is an instant reaction on Wall Street.	497	When President Obama was elected, the market crashed  Trump was up 9%, President Obama was down 14.8% and President Bush was down almost 4%. There is an instant reaction on Wall Street.
123	A capandtrade bill would "destroy over 50,000 jobs in Virginia."	13266	A capandtrade bill would "destroy over 50,000 jobs in Virginia."
136	America has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.	4634	America has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.
136	I haven't switched my position on the TransPacific Partnership trade deal.	4515	I haven't switched my position on the TransPacific Partnership trade deal.
136	Says Hillary Clinton's "been very clear where she stands on trade."	6318	Says Hillary Clinton's "been very clear where she stands on trade."
136	The price of soybeans has fallen 50% since 5 years before the election. A big reason is bad (terrible) trade deals with other countries.	1823	The price of soybeans has fallen 50% since 5 years before the election. A big reason is bad (terrible) trade deals with other countries.
136	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.	4450	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.
137	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.	4450	NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.
137	Says he and Bernie Sanders have "very similar" views on trade	4592	Says he and Bernie Sanders have "very similar" views on trade
152	I never said Russia did not meddle in the election.	2390	I never said Russia did not meddle in the election.
152	Democrats Filing TREASON Charges Against Trump, McConnell, Giuliani,  Comey.	3868	Democrats Filing TREASON Charges Against Trump, McConnell, Giuliani,  Comey.
152	This Russia thing with Trump and Russia is a madeup story. It's an excuse by the Democrats for having lost an election that they should've won.	3314	This Russia thing with Trump and Russia is a madeup story. It's an excuse by the Democrats for having lost an election that they should've won.
153	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.	3661	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.
153	The stock market does better when you have a Democratic president in the White House.	6112	The stock market does better when you have a Democratic president in the White House.
153	The Obama administration "borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense were reducing debt."	2806	The Obama administration "borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense were reducing debt."
153	When President Obama was elected, the market crashed  Trump was up 9%, President Obama was down 14.8% and President Bush was down almost 4%. There is an instant reaction on Wall Street.	497	When President Obama was elected, the market crashed  Trump was up 9%, President Obama was down 14.8% and President Bush was down almost 4%. There is an instant reaction on Wall Street.
153	Job growth and stock growth for the first two years of Trump are down from where they were (during the) last two years of Obama.	897	Job growth and stock growth for the first two years of Trump are down from where they were (during the) last two years of Obama.
154	Says "Donald Trump is a guy who has called for privatization" of the Veterans Administration.	4614	Says "Donald Trump is a guy who has called for privatization" of the Veterans Administration.
155	Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and "Harrisburg has lost 40 percent of its manufacturing jobs since 2001."	5065	Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and "Harrisburg has lost 40 percent of its manufacturing jobs since 2001."
155	All across Ohio, steel mills are reopening.	1417	All across Ohio, steel mills are reopening.
156	Says Donald Trump was "caught investing in (the) Dakota Pipeline before signing it."	3662	Says Donald Trump was "caught investing in (the) Dakota Pipeline before signing it."
157	This Russia thing with Trump and Russia is a madeup story. It's an excuse by the Democrats for having lost an election that they should've won.	3314	This Russia thing with Trump and Russia is a madeup story. It's an excuse by the Democrats for having lost an election that they should've won.
157	I never said Russia did not meddle in the election.	2390	I never said Russia did not meddle in the election.
158	In 2016, when Hillary Clinton appeared to have a firm lead in the polls  oh, just before the election, it was President Obama who laughed off any notion that American elections could possibly be tampered with.	1848	In 2016, when Hillary Clinton appeared to have a firm lead in the polls  oh, just before the election, it was President Obama who laughed off any notion that American elections could possibly be tampered with.
161	You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.	4171	You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.
161	I have now put out all of my emails.	5168	I have now put out all of my emails.
161	Says Hillary Clinton "paid for a Russian dossier to win an election," her husband "made $500k for a Russian speech," "sold 20% of US Uranium to Russia" and her foundation "received $150M from Russia."	7	Says Hillary Clinton "paid for a Russian dossier to win an election," her husband "made $500k for a Russian speech," "sold 20% of US Uranium to Russia" and her foundation "received $150M from Russia."
161	The "FBI was actively investigating Hillary Clinton's use of a private email server" on Sept. 2, 2016.	2413	The "FBI was actively investigating Hillary Clinton's use of a private email server" on Sept. 2, 2016.
161	Says Hillary Clinton "said all workrelated emails were sent back to the State Department. The FBI director said, that's not true."	4662	Says Hillary Clinton "said all workrelated emails were sent back to the State Department. The FBI director said, that's not true."
161	Breaking Trump fires deputy attorney general Rod Rosenstein, raising questions over Muellers fate.	2604	Breaking Trump fires deputy attorney general Rod Rosenstein, raising questions over Muellers fate.
161	Its clear thatHillary Clinton"violated national security laws."	5134	Its clear thatHillary Clinton"violated national security laws."
161	Says Hillary Clinton was "let off the hook" for her email scandal while Gen. David Petraeus had his life "destroyed for doing far, far less."	4121	Says Hillary Clinton was "let off the hook" for her email scandal while Gen. David Petraeus had his life "destroyed for doing far, far less."
161	Just look at what the FBI director said about her (Hillary Clinton)  her misconduct is a disgrace and embarrassment to our country.	4688	Just look at what the FBI director said about her (Hillary Clinton)  her misconduct is a disgrace and embarrassment to our country.
163	Says Hillary Clinton sold 20 percent of Americas uranium to Russia and then "the Russian government gave $145 million to the Clinton Foundation." Former FBI Director and special counsel Robert Mueller "delivered it."	1206	Says Hillary Clinton sold 20 percent of Americas uranium to Russia and then "the Russian government gave $145 million to the Clinton Foundation." Former FBI Director and special counsel Robert Mueller "delivered it."
163	Says Hillary Clinton "paid for a Russian dossier to win an election," her husband "made $500k for a Russian speech," "sold 20% of US Uranium to Russia" and her foundation "received $150M from Russia."	7	Says Hillary Clinton "paid for a Russian dossier to win an election," her husband "made $500k for a Russian speech," "sold 20% of US Uranium to Russia" and her foundation "received $150M from Russia."
163	Says Hillary Clintons State Department "approved the transfer of 20 percent of Americas uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation."	4756	Says Hillary Clintons State Department "approved the transfer of 20 percent of Americas uranium holdings to Russia, while nine investors in the deal funneled $145 million to the Clinton Foundation."
163	Says Hillary Clinton "presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador."	4754	Says Hillary Clinton "presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador."
163	Says Hillary Clinton "gave up 20 percent of America's uranium supply to Russia."	4231	Says Hillary Clinton "gave up 20 percent of America's uranium supply to Russia."
164	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."	889	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."
164	There's been no conclusive or specific report to say Russia was trying to muddy the election.	3881	There's been no conclusive or specific report to say Russia was trying to muddy the election.
164	This is not the first time (the Russians) have been involved in our elections.	3190	This is not the first time (the Russians) have been involved in our elections.
166	The NSA and FBI tell Congress that Russia did not influence electoral process.	3537	The NSA and FBI tell Congress that Russia did not influence electoral process.
166	Russias interference in the 2016 election amounted to "a couple of Facebook ads."	725	Russias interference in the 2016 election amounted to "a couple of Facebook ads."
190	All across Ohio, steel mills are reopening.	1417	All across Ohio, steel mills are reopening.
194	Says the U.S. steel and aluminum industry is "a fraction of what it once was."	2318	Says the U.S. steel and aluminum industry is "a fraction of what it once was."
194	All across Ohio, steel mills are reopening.	1417	All across Ohio, steel mills are reopening.
194	Coal production up 7.8% in past year. Down 31.5% last 10 years. #endingwaroncoal.	2724	Coal production up 7.8% in past year. Down 31.5% last 10 years. #endingwaroncoal.
196	The TransPacific Partnership "was designed for China to come in, as they always do, through the back door and totally take advantage of everyone."	5738	The TransPacific Partnership "was designed for China to come in, as they always do, through the back door and totally take advantage of everyone."
196	The TransPacific trade deal could cost America 448,000 more jobs.	5210	The TransPacific trade deal could cost America 448,000 more jobs.
196	If you look at any real analysis, the TransPacific Partnership is "going to generate betterpaying jobs that are more stable."	4233	If you look at any real analysis, the TransPacific Partnership is "going to generate betterpaying jobs that are more stable."
196	Says Hillary Clinton "supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the jobkilling trade deal with South Korea. She supported the TransPacific Partnership."	4631	Says Hillary Clinton "supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the jobkilling trade deal with South Korea. She supported the TransPacific Partnership."
197	China will be allowed to build hundreds of additional coal plants. So we cant build the plants, but they can, according to this (Paris) agreement.	3238	China will be allowed to build hundreds of additional coal plants. So we cant build the plants, but they can, according to this (Paris) agreement.
197	A study by the National Economics Research Association showed that the (Paris climate) deal could cost 2.7 million lost jobs in the U.S. by 2025 should our country adhere to the commitments made by the Obama Administration.	3186	A study by the National Economics Research Association showed that the (Paris climate) deal could cost 2.7 million lost jobs in the U.S. by 2025 should our country adhere to the commitments made by the Obama Administration.
197	A majority of President Trump's supporters and voters wanted (the United States) to stay in the Paris Agreement.	3241	A majority of President Trump's supporters and voters wanted (the United States) to stay in the Paris Agreement.
197	Says an Internet meme shows people rejoicing over the Paris agreement.	3229	Says an Internet meme shows people rejoicing over the Paris agreement.
199	Terrorism and terrorist attacks in the United States and Europe have "gotten to a point where it's not even being reported."	3709	Terrorism and terrorist attacks in the United States and Europe have "gotten to a point where it's not even being reported."
199	Look, we are at war with these people and they don't wear uniforms. This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.	4918	Look, we are at war with these people and they don't wear uniforms. This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.
204	We're pretty much at the 50 percent mark on deportations of MS13 gang members.	3150	We're pretty much at the 50 percent mark on deportations of MS13 gang members.
204	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!	3414	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!
204	Says Beto ORourke "voted to shield MS13 gang members from deportation."	1398	Says Beto ORourke "voted to shield MS13 gang members from deportation."
207	Says of MS13 gang members, "We are getting them out of our country by the thousands."	2073	Says of MS13 gang members, "We are getting them out of our country by the thousands."
207	We're pretty much at the 50 percent mark on deportations of MS13 gang members.	3150	We're pretty much at the 50 percent mark on deportations of MS13 gang members.
207	I have watched ICE liberate towns from the grasp of MS13.	1885	I have watched ICE liberate towns from the grasp of MS13.
207	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!	3414	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!
209	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!	3414	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!
210	I have watched ICE liberate towns from the grasp of MS13.	1885	I have watched ICE liberate towns from the grasp of MS13.
210	We're pretty much at the 50 percent mark on deportations of MS13 gang members.	3150	We're pretty much at the 50 percent mark on deportations of MS13 gang members.
211	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!	3414	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!
211	We're pretty much at the 50 percent mark on deportations of MS13 gang members.	3150	We're pretty much at the 50 percent mark on deportations of MS13 gang members.
211	Says of MS13 gang members, "We are getting them out of our country by the thousands."	2073	Says of MS13 gang members, "We are getting them out of our country by the thousands."
211	When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, we're building a wall and we're deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.	4209	When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, we're building a wall and we're deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.
213	Heroin .. pours across our southern borders.	4101	Heroin .. pours across our southern borders.
213	Heroin comes in the United States "from the southern border."	4336	Heroin comes in the United States "from the southern border."
215	Says "Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvaniastreets, to prey all over this country."	1351	Says "Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvaniastreets, to prey all over this country."
215	Bill White ...offered sanctuary to illegal immigrants.	15215	Bill White ...offered sanctuary to illegal immigrants.
215	In 2008, Maggie Hassan voted against legislation to "prevent sanctuary cities in New Hampshire."	5676	In 2008, Maggie Hassan voted against legislation to "prevent sanctuary cities in New Hampshire."
215	Says Florida had five sanctuary cities while Jeb Bush was governor.	6195	Says Florida had five sanctuary cities while Jeb Bush was governor.
215	Says Ohio congressional candidate Danny OConnor "would make Columbus a sanctuary city for illegal immigrants."	1450	Says Ohio congressional candidate Danny OConnor "would make Columbus a sanctuary city for illegal immigrants."
215	Mayor Giuliani made New York City what's known as a 'sanctuary city,' where illegal aliens were allowed to come. And he instructed the leaders of the city not to enforce the law, not to enforce immigration law.	16600	Mayor Giuliani made New York City what's known as a 'sanctuary city,' where illegal aliens were allowed to come. And he instructed the leaders of the city not to enforce the law, not to enforce immigration law.
215	Says if a Florida bill (HB 697) punishing sanctuary cities becomes law "it will be the only law of its kind in the nation."	3503	Says if a Florida bill (HB 697) punishing sanctuary cities becomes law "it will be the only law of its kind in the nation."
215	Washington Heidi supports sanctuary cities, where illegal immigrants can be released on our streets, like this criminal, who was let go and then sexually assaulted a child.	1453	Washington Heidi supports sanctuary cities, where illegal immigrants can be released on our streets, like this criminal, who was let go and then sexually assaulted a child.
215	Trumps DHS secretary confirms they are preparing to arrest sanctuary city leaders.	1965	Trumps DHS secretary confirms they are preparing to arrest sanctuary city leaders.
215	Under Mayor Cicilline, [Providence] was a sanctuary city.	8575	Under Mayor Cicilline, [Providence] was a sanctuary city.
216	The bulk of the problem with the opioid epidemic is the fentanyl and all the synthetic drugs coming across the southern border.	1988	The bulk of the problem with the opioid epidemic is the fentanyl and all the synthetic drugs coming across the southern border.
216	Heroin .. pours across our southern borders.	4101	Heroin .. pours across our southern borders.
216	Since the day of my election, we've already cut illegal immigration at the southern border by 61 percent.	3529	Since the day of my election, we've already cut illegal immigration at the southern border by 61 percent.
216	Heroin comes in the United States "from the southern border."	4336	Heroin comes in the United States "from the southern border."
216	Weve started building the wall.	2230	Weve started building the wall.
216	100% of heroinfentanyl epidemic is because we don't have a WALL.	2442	100% of heroinfentanyl epidemic is because we don't have a WALL.
216	So now they take drugs, literally, and they throw it, a hundred pounds of drugs. They throw it over the wall, they have catapults, but they throw it over the wall, and it lands and it hits somebody on the head.	2863	So now they take drugs, literally, and they throw it, a hundred pounds of drugs. They throw it over the wall, they have catapults, but they throw it over the wall, and it lands and it hits somebody on the head.
217	BREAKING Trump Just Ended Welfare For One HUGE Group For 5 Years!	2243	BREAKING Trump Just Ended Welfare For One HUGE Group For 5 Years!
217	Half of all immigrant households receive benefits from our social welfare system.	3005	Half of all immigrant households receive benefits from our social welfare system.
217	Of 1 million green cards issued a year, "almost none of those green cards are based on job skills or demonstrated economic needs."	3675	Of 1 million green cards issued a year, "almost none of those green cards are based on job skills or demonstrated economic needs."
221	Of 1 million green cards issued a year, "almost none of those green cards are based on job skills or demonstrated economic needs."	3675	Of 1 million green cards issued a year, "almost none of those green cards are based on job skills or demonstrated economic needs."
221	The immigration visa lottery "randomly hands out green cards without any regard for skill, merit, or the safety of American people."	2470	The immigration visa lottery "randomly hands out green cards without any regard for skill, merit, or the safety of American people."
221	Only 12% of legal immigrants are selected based on skill or based on merit. In countries like Canada, Australia and New Zealand, and others, that number is closer to 60, and even 70 and 75% in some cases.	594	Only 12% of legal immigrants are selected based on skill or based on merit. In countries like Canada, Australia and New Zealand, and others, that number is closer to 60, and even 70 and 75% in some cases.
223	We have over 700,000 illegal immigrants in the state. They're costing us billions of dollars and they're taking legal residents' jobs.	14575	We have over 700,000 illegal immigrants in the state. They're costing us billions of dollars and they're taking legal residents' jobs.
223	Saysillegal immigration is "costing us $130 billion a year to house and feed and give benefits to people that shouldnt be even in the country."	2132	Saysillegal immigration is "costing us $130 billion a year to house and feed and give benefits to people that shouldnt be even in the country."
224	BREAKING Trump Just Ended Welfare For One HUGE Group For 5 Years!	2243	BREAKING Trump Just Ended Welfare For One HUGE Group For 5 Years!
229	BREAKING Trump Just Ended Welfare For One HUGE Group For 5 Years!	2243	BREAKING Trump Just Ended Welfare For One HUGE Group For 5 Years!
251	The United States currently has the highest corporate tax rate in the world.	9422	The United States currently has the highest corporate tax rate in the world.
251	We've got the highest corporate tax rate in the world.	10519	We've got the highest corporate tax rate in the world.
251	We have the highest tax rate anywhere in the world.	5837	We have the highest tax rate anywhere in the world.
251	We have the highest corporate income tax in the world right now.	13137	We have the highest corporate income tax in the world right now.
251	We're the highest taxed nation in the world.	4993	We're the highest taxed nation in the world.
251	The United States has "the highest corporate tax rate in the free world."	7335	The United States has "the highest corporate tax rate in the free world."
251	Were the most highly taxed nation in the world.	6024	Were the most highly taxed nation in the world.
251	Americas federal business tax rate is the highest "in the world."	3869	Americas federal business tax rate is the highest "in the world."
251	There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.	15948	There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.
251	Corporate taxes will soon be the highest in the industrialized world.	13312	Corporate taxes will soon be the highest in the industrialized world.
251	The United States is "the only developed country in the world that has not cut its corporate tax rate."	13605	The United States is "the only developed country in the world that has not cut its corporate tax rate."
259	We have spent $7 trillion, trillion with a T, $7 trillion in the Middle East.	2130	We have spent $7 trillion, trillion with a T, $7 trillion in the Middle East.
259	Weve spent $6 trillion on the wars in the Middle East.	4042	Weve spent $6 trillion on the wars in the Middle East.
266	Longterm federal investment in U.S. airports is urgent because "there was a recent survey of the top airports  in the world, and there was not a single U.S. airport that came in the top 25."	9396	Longterm federal investment in U.S. airports is urgent because "there was a recent survey of the top airports  in the world, and there was not a single U.S. airport that came in the top 25."
